Anom_ID,Accident_Date,Hour,Day_of_Week,Month_Name,Env,Light_Cond,Road,Traffic,Traffic_Control_Condition,Impact,Loc_Type,Severity,Injury_Event,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
20--2789,2020-02-23,16.0,Sunday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26400706,-75.75834217
20--279,2020-01-07,16.0,Tuesday,January,Clear,Dusk,Wet,Traffic signal,01 - Functioning,Rear end,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45677442,-75.50093608
20--2790,2020-02-23,16.0,Sunday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.38842293,-75.73529413
20--2791,2020-02-23,16.0,Sunday,February,Clear,Daylight,Dry,Roundabout,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46413874,-75.54014131
20--2792,2020-02-23,18.0,Sunday,February,Clear,Dark,Loose snow,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.22593603,-75.98526139
20--2793,2020-02-23,19.0,Sunday,February,Snow,Dark,Loose snow,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4150218,-75.7018403
20--2794,2020-02-23,19.0,Sunday,February,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41142571,-75.68753617
20--2795,2020-02-23,20.0,Sunday,February,Clear,Dark,Wet,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.40108783,-75.58471021
20--2796,2020-02-23,21.0,Sunday,February,Clear,Dark,Ice,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35263324,-75.72318146
20--2797,2020-02-23,9.0,Sunday,February,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36405718,-75.78759533
20--2798,2020-02-23,9.0,Sunday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.3594617,-75.76738071
20--2799,2020-02-24,13.0,Monday,February,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.32218386,-75.77700671
20--280,2020-01-07,17.0,Tuesday,January,Clear,Dusk,Wet,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.37689685,-75.5750198
20--2800,2020-02-24,13.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42647392,-75.68912227
20--2801,2020-02-24,13.0,Monday,February,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Non-Fatal Injury,1,2,0,0,0,2,0.0,2.0,0.0,0.0,45.42285619,-75.58658838
20--2802,2020-02-24,10.0,Monday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43893802,-75.5415882
20--2803,2020-02-24,10.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.39613061,-75.67017213
20--2804,2020-02-24,23.0,Monday,February,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.3116762,-75.80037183
20--2805,2020-02-24,11.0,Monday,February,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41063804,-75.68684482
20--2806,2020-02-24,11.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38966337,-75.7258671
20--2807,2020-02-24,11.0,Monday,February,Clear,Daylight,Dry,Stop sign,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33225486,-75.77155836
20--281,2020-01-07,17.0,Tuesday,January,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.39349079,-75.73103679
20--2811,2020-02-24,12.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.24177169,-75.91276577
20--2812,2020-02-24,12.0,Monday,February,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42606732,-75.63969767
20--2813,2020-02-24,0.0,Monday,February,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.42851583,-75.6790212
20--2814,2020-02-24,0.0,Monday,February,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33417376,-75.7005707
20--2815,2020-02-24,12.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4187566,-75.7050002
20--2816,2020-02-24,14.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.29690411,-75.90103026
20--2817,2020-02-24,14.0,Monday,February,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36916706,-75.66274192
20--2818,2020-02-24,14.0,Monday,February,Clear,Daylight,Wet,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,4,0,0,0,1,0.0,1.0,0.0,0.0,45.38386695,-75.74002908
20--2819,2020-02-24,15.0,Monday,February,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46921619,-75.53075295
20--282,2020-01-07,17.0,Tuesday,January,Clear,Dark,Wet,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42558343,-75.69314861
20--2820,2020-02-24,15.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4513494,-75.51558117
20--2821,2020-02-24,15.0,Monday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33242444,-75.70098651
20--2822,2020-02-24,16.0,Monday,February,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.45058714,-75.58405611
20--2823,2020-02-24,16.0,Monday,February,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3697255,-75.75512878
20--2824,2020-02-24,16.0,Monday,February,Clear,Daylight,Wet,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.42647604,-75.63186871
20--2825,2020-02-24,16.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38895212,-75.61750338
20--2826,2020-02-24,16.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.30205171,-75.9074525
20--2827,2020-02-24,16.0,Monday,February,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37690534,-75.69151122
20--2828,2020-02-24,17.0,Monday,February,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34414118,-75.30977114
20--2829,2020-02-24,17.0,Monday,February,Clear,Daylight,Dry,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31946869,-76.1890561
20--283,2020-01-07,18.0,Tuesday,January,Clear,Dark,Wet,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.33359934,-75.75191569
20--2830,2020-02-24,17.0,Monday,February,Clear,Dusk,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,0.0,1.0,0.0,0.0,45.40789506,-75.70368344
20--2831,2020-02-24,17.0,Monday,February,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.43234467,-75.60397365
20--2832,2020-02-24,17.0,Monday,February,Clear,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.33393626,-75.80453028
20--2833,2020-02-24,18.0,Monday,February,Clear,Dusk,Wet,Traffic signal,01 - Functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,1.0,0.0,0.0,0.0,45.43748692,-75.65785363
20--2835,2020-02-24,7.0,Monday,February,Clear,Dawn,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36164112,-75.73927515
20--2836,2020-02-24,19.0,Monday,February,Clear,Dark,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46556382,-75.49055768
20--2837,2020-02-24,20.0,Monday,February,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37040763,-75.66330344
20--2838,2020-02-24,8.0,Monday,February,Clear,Daylight,Wet,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.29570854,-75.70122609
20--2839,2020-02-24,20.0,Monday,February,Clear,Dark,Dry,No control,Not Applicable,Rear end,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.4117691,-75.648202
20--4010,2020-04-14,13.0,Tuesday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31063443,-75.88042968
20--4011,2020-04-14,11.0,Tuesday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.34023343,-75.72721744
20--4012,2020-04-14,14.0,Tuesday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39122308,-75.36191481
20--4013,2020-04-14,6.0,Tuesday,April,Clear,Dawn,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41474381,-75.60765872
20--4014,2020-04-14,19.0,Tuesday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Other,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27497516,-75.74900606
20--4015,2020-04-15,13.0,Wednesday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3579687,-75.73772308
20--4016,2020-04-15,11.0,Wednesday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.27397785,-75.73850307
20--4017,2020-04-15,0.0,Wednesday,April,Snow,Dark,Wet,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.19187087,-75.42684237
20--4018,2020-04-15,12.0,Wednesday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.45911573,-76.07082342
20--4019,2020-04-15,12.0,Wednesday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,1.0,0.0,0.0,0.0,45.29231134,-75.75951887
20--402,2020-01-10,16.0,Friday,January,Clear,Dusk,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.38876284,-75.73500226
20--4020,2020-04-15,12.0,Wednesday,April,Clear,Daylight,Dry,No control,Not Applicable,Approaching,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41573081,-75.68627152
20--4021,2020-04-15,17.0,Wednesday,April,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.32842664,-75.59836299
20--4022,2020-04-15,7.0,Wednesday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.2630819,-75.76267525
20--4023,2020-04-15,8.0,Wednesday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46233799,-75.52409822
20--4024,2020-04-15,20.0,Wednesday,April,Clear,Dark,Dry,Traffic signal,01 - Functioning,Angle,Intersection related,Non-Fatal Injury,1,2,1,0,0,1,0.0,1.0,0.0,0.0,45.36468523,-75.67727834
20--4025,2020-04-16,13.0,Thursday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.33647077,-75.34630269
20--4026,2020-04-16,22.0,Thursday,April,Clear,Dark,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.33460784,-75.69319029
20--4027,2020-04-16,14.0,Thursday,April,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37608298,-75.74852112
20--4028,2020-04-16,15.0,Thursday,April,Clear,Daylight,Dry,No control,Not Applicable,Other,At/near private drive,Non-Fatal Injury,1,2,0,0,1,1,0.0,0.0,1.0,0.0,45.40699489,-75.70317326
20--4029,2020-04-16,16.0,Thursday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,1,0,0,1,1.0,0.0,0.0,0.0,45.4003563,-75.74235217
20--403,2020-01-10,17.0,Friday,January,Clear,Dusk,Wet,Traffic signal,02 - Not functioning,SMV other,At intersection,Non-Fatal Injury,1,1,0,0,1,1,1.0,0.0,0.0,0.0,45.41874282,-75.69656705
20--4030,2020-04-16,16.0,Thursday,April,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Non-Fatal Injury,1,2,1,0,0,1,0.0,0.0,1.0,0.0,45.33406992,-75.69693623
20--4031,2020-04-16,17.0,Thursday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42568678,-75.6381575
20--4032,2020-04-16,17.0,Thursday,April,Clear,Daylight,Dry,Stop sign,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.3556179,-75.803652
20--4033,2020-04-16,17.0,Thursday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.3976107,-75.70771064
20--4034,2020-04-16,7.0,Thursday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.4309499,-75.68097713
20--4035,2020-04-16,8.0,Thursday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.29049207,-76.093006
20--4036,2020-04-16,20.0,Thursday,April,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.36366651,-75.94347226
20--4037,2020-04-17,22.0,Friday,April,Clear,Dark,Ice,Stop sign,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.33726687,-75.98703125
20--4038,2020-04-17,11.0,Friday,April,Clear,Daylight,Dry,No control,Not Applicable,Other,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.24330657,-75.91708945
20--404,2020-01-10,17.0,Friday,January,Clear,Dusk,Dry,Stop sign,01 - Functioning,Turning movement,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36003626,-75.53407842
20--4040,2020-04-17,16.0,Friday,April,Clear,Daylight,Dry,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.26636918,-75.85603624
20--4041,2020-04-17,17.0,Friday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.31437118,-75.88251871
20--4042,2020-04-17,17.0,Friday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.40034523,-75.63441704
20--4043,2020-04-17,18.0,Friday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Rear end,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36519134,-75.61964718
20--4044,2020-04-17,6.0,Friday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,At intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39267961,-75.67289322
20--4045,2020-04-17,6.0,Friday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.0362074,-75.71191773
20--4046,2020-04-17,19.0,Friday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,SMV other,Intersection related,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37898422,-75.66119949
20--4047,2020-04-17,20.0,Friday,April,Clear,Dark,Dry,No control,Not Applicable,Rear end,Non intersection,Non-Fatal Injury,1,2,0,0,0,1,1.0,0.0,0.0,0.0,45.44370174,-75.63898138
20--4048,2020-04-18,1.0,Saturday,April,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.39915747,-75.65767612
20--4049,2020-04-18,0.0,Saturday,April,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37386454,-75.79534791
20--405,2020-01-10,17.0,Friday,January,Rain,Dusk,Wet,Stop sign,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.24406378,-75.7585979
20--4050,2020-04-18,0.0,Saturday,April,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.25049403,-75.59034628
20--4051,2020-04-18,2.0,Saturday,April,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.43636501,-75.66140909
20--4052,2020-04-18,2.0,Saturday,April,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.45366673,-75.30281434
20--4053,2020-04-18,15.0,Saturday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,3,0,0,0,0,0.0,0.0,0.0,0.0,45.48355397,-75.50105074
20--4054,2020-04-18,16.0,Saturday,April,Clear,Daylight,Dry,No control,Not Applicable,Rear end,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.40693152,-75.59766742
20--4055,2020-04-18,16.0,Saturday,April,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36380424,-75.74133494
20--4056,2020-04-18,16.0,Saturday,April,Clear,Daylight,Dry,No control,Not Applicable,Sideswipe,Non intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.46741277,-75.58249723
20--4057,2020-04-18,17.0,Saturday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,1,0,1,0.0,1.0,0.0,0.0,45.46391976,-75.46653577
20--4058,2020-04-18,6.0,Saturday,April,Clear,Daylight,Dry,No control,Not Applicable,Angle,At/near private drive,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.41089356,-75.64145361
20--4059,2020-04-19,10.0,Sunday,April,Rain,Daylight,Wet,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37542631,-75.77375792
20--406,2020-01-10,17.0,Friday,January,Clear,Dusk,Slush,No control,Not Applicable,SMV unattended vehicle,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.37791752,-75.76310791
20--4060,2020-04-19,12.0,Sunday,April,Rain,Daylight,Wet,Traffic signal,01 - Functioning,Angle,At intersection,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.37840508,-75.66944236
20--4061,2020-04-19,4.0,Sunday,April,Clear,Dark,Dry,No control,Not Applicable,SMV other,Non intersection,Property Damage Only,0,1,0,0,0,0,0.0,0.0,0.0,0.0,45.41722099,-75.66095786
20--4062,2020-04-19,18.0,Sunday,April,Clear,Dusk,Dry,Traffic signal,01 - Functioning,Angle,At intersection,Non-Fatal Injury,1,2,0,0,0,1,0.0,1.0,0.0,0.0,45.40948754,-75.6920864
20--4063,2020-04-19,18.0,Sunday,April,Rain,Daylight,Wet,Stop sign,01 - Functioning,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.35688614,-75.58762447
20--4064,2020-04-19,21.0,Sunday,April,Clear,Dark,Wet,Traffic signal,01 - Functioning,Turning movement,At intersection,Non-Fatal Injury,1,2,0,0,0,4,1.0,2.0,1.0,0.0,45.42730086,-75.66279753
20--4065,2020-04-20,13.0,Monday,April,Clear,Daylight,Dry,Traffic signal,00 - Unknown,Rear end,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.36078513,-75.79226651
20--4066,2020-04-20,10.0,Monday,April,Clear,Daylight,Dry,Traffic signal,01 - Functioning,Sideswipe,Intersection related,Property Damage Only,0,2,0,0,0,0,0.0,0.0,0.0,0.0,45.42894909,-75.63999937
20--4067,2020-04-20,11.0,Monday,April,Clear,Daylight,Dry,No control,Not Applicable,SMV other,Non intersection,Non-Fatal Injury,1,1,0,0,0,1,0.0,1.0,0.0,0.0,45.16871582,-75.73017585
